pas accuracy,shooting,age,free_kick_accuracy,ball_control,balance,vision,jumping,strength,positioning,crossing,heading_accuracy,finishing
72,52,22,41,77,81,73,40,68,59,65,58,47
74,62,36,56,70,74,61,73,60,66,68,65,60
77,72,23,42,72,61,72,74,75,68,58,74,74
54,67,27,64,73,65,73,56,74,63,73,45,64
89,69,25,69,70,87,72,64,54,69,60,46,68
58,71,24,37,73,41,54,77,84,73,42,81,77
88,63,24,38,67,70,71,53,67,71,73,54,68
74,74,33,12,28,49,30,66,70,15,13,13,11
71,79,36,9,29,41,53,56,63,11,11,19,9
77,67,23,43,76,66,72,67,69,72,70,67,66
66,58,25,48,66,62,50,76,79,55,47,72,42
45,59,32,54,70,67,67,68,69,49,62,69,56
65,66,27,52,67,73,65,81,75,61,44,65,56
75,59,35,11,17,53,44,74,64,13,16,16,18
45,72,24,69,77,43,72,33,85,68,74,65,68
83,70,23,65,75,81,73,72,72,74,63,60,70
68,72,24,35,70,58,61,76,75,72,56,79,72
65,69,35,60,72,66,71,78,83,68,66,73,62
66,63,30,62,69,75,70,62,76,66,74,51,59
76,67,24,11,19,42,45,60,76,12,15,24,19
71,72,23,19,19,57,35,56,57,12,20,13,17
60,54,33,54,65,38,48,62,84,44,54,68,53
88,68,33,46,73,87,66,70,44,67,75,52,68
88,68,22,66,76,83,52,85,56,63,79,36,63
81,73,24,57,64,65,56,84,73,72,63,70,76
71,63,32,72,75,74,70,70,67,61,68,67,58
63,60,28,56,75,61,71,74,78,60,69,56,54
91,68,23,50,76,92,54,65,52,69,65,38,73
53,49,30,55,64,51,59,65,77,59,54,68,34
74,64,19,63,73,76,74,66,67,52,67,59,57
68,55,32,40,70,66,50,66,77,56,74,68,40
70,59,27,75,74,63,64,75,60,68,76,60,50
64,59,25,76,66,64,77,66,75,71,65,53,54
75,64,21,58,77,68,72,64,69,67,72,61,65
62,56,27,47,73,75,48,79,63,47,64,65,41
37,31,30,29,55,52,30,88,83,33,34,75,25
70,72,24,56,70,69,50,75,90,71,42,77,73
90,69,23,72,78,92,66,72,44,67,67,49,65
75,54,23,61,70,73,65,75,73,63,75,64,49
46,46,22,46,76,70,81,58,66,53,55,48,38
45,20,26,29,62,51,41,70,81,20,18,76,17
72,72,24,59,75,64,68,55,67,68,67,56,72
56,58,33,70,72,79,68,76,69,59,59,59,49
90,66,21,45,77,82,60,55,56,65,69,31,64
70,73,22,22,68,54,53,63,81,74,35,73,75
84,69,21,66,76,78,65,80,61,73,64,67,66
93,66,26,36,71,78,63,78,65,68,69,56,63
75,70,29,58,73,71,70,80,73,73,68,68,73
90,71,23,49,78,63,60,81,72,67,50,64,72
77,67,27,68,73,76,70,72,68,69,73,55,61
76,67,23,74,73,60,60,66,77,66,74,62,54
82,69,20,59,76,76,71,70,65,72,59,60,66
72,73,29,33,69,62,56,78,81,73,50,72,74
86,66,22,67,78,82,60,34,54,61,71,50,66
67,68,27,67,76,58,72,64,66,69,69,60,68
64,58,26,50,56,57,46,88,82,47,49,75,56
61,60,29,60,76,60,66,68,73,67,52,68,52
64,71,27,80,73,70,75,66,72,67,71,43,66
71,32,25,25,66,55,43,72,81,25,45,74,32
61,17,29,33,55,53,30,82,85,14,37,74,21
74,68,27,47,73,55,69,78,87,68,68,53,65
71,45,31,42,69,79,58,78,63,48,77,58,43
65,29,25,29,59,52,46,71,75,42,55,73,22
76,69,30,14,33,43,38,61,57,11,11,16,14
56,37,28,39,59,56,43,69,75,27,39,74,29
83,47,27,55,68,63,59,67,70,62,73,57,38
49,39,32,27,58,52,54,74,80,40,47,75,38
72,34,25,41,65,72,34,67,60,49,74,68,25
35,31,29,32,57,53,58,80,84,34,21,76,21
63,36,26,52,60,53,32,72,76,25,25,69,25
50,45,28,43,66,43,62,85,84,58,51,71,35
58,44,27,35,67,55,39,70,79,42,73,76,38
62,68,33,68,77,52,71,63,75,67,73,63,63
72,56,27,71,73,72,69,72,65,56,68,54,48
44,26,32,39,50,34,42,34,90,13,34,73,26
69,60,20,41,74,66,47,74,81,69,63,71,61
60,66,32,77,78,74,74,50,47,72,75,62,60
79,53,20,62,76,82,70,59,53,59,70,40,47
81,54,33,74,71,81,76,69,52,74,76,50,58
73,69,27,13,23,51,26,70,67,15,8,12,29
42,31,25,31,51,62,30,91,88,33,38,69,24
82,69,27,78,73,65,70,69,72,71,69,58,62
80,67,27,72,75,77,64,69,62,70,76,60,62
74,72,25,16,17,61,64,74,62,10,14,20,20
74,70,34,19,20,45,56,63,58,14,19,14,17
88,57,24,71,66,73,56,85,63,62,67,43,53
66,52,27,56,67,63,56,75,74,48,68,66,51
74,70,25,56,72,76,67,76,75,74,52,71,73
67,74,27,65,77,55,72,78,75,76,75,78,76
69,46,28,66,72,81,60,90,74,46,64,61,45
32,65,34,72,63,63,53,75,80,50,60,74,56
72,71,30,13,18,34,39,55,69,17,16,12,12
66,71,26,44,71,57,64,58,80,74,55,73,74
85,60,23,57,67,85,65,90,75,63,67,68,61
75,71,31,75,76,76,74,47,58,69,73,49,65
64,57,32,46,71,72,65,68,62,55,55,55,50
79,61,31,65,71,71,64,81,74,66,75,58,57
76,72,26,62,69,75,50,81,69,79,52,69,72
77,50,26,62,70,70,64,75,66,64,74,56,42
93,51,23,28,69,75,68,70,71,67,68,65,40
85,60,22,64,71,67,58,78,73,66,62,62,48
61,55,28,75,69,62,51,70,78,30,67,68,39
72,70,29,79,72,72,69,80,69,68,73,65,56
61,34,33,49,48,50,44,79,74,22,51,63,29
50,22,28,20,49,56,49,71,86,25,32,75,13
76,68,33,78,77,89,72,32,34,70,69,50,65
76,67,27,63,74,72,71,64,57,72,75,65,64
55,35,25,30,68,53,60,49,85,47,44,73,25
73,69,32,21,27,42,63,73,72,16,19,18,18
92,63,26,59,74,86,68,80,55,66,64,52,58
74,72,26,13,21,63,47,52,73,13,19,11,10
87,72,20,52,75,78,63,71,70,74,66,68,73
58,64,27,56,75,55,75,69,76,56,58,68,61
69,75,23,49,68,67,58,59,77,74,33,69,77
85,62,26,60,73,87,69,81,61,69,68,55,65
71,63,22,40,70,85,68,81,64,67,66,63,62
57,75,33,72,74,53,54,54,84,75,57,64,75
74,70,37,13,15,40,58,68,59,13,19,15,12
86,73,20,55,75,87,57,71,63,76,50,65,74
74,71,26,49,73,65,58,91,71,71,53,78,73
47,48,23,34,66,41,56,77,94,56,37,70,33
60,75,34,64,69,58,52,76,77,73,47,77,76
38,47,25,31,72,41,24,43,87,32,39,74,36
71,46,29,32,62,67,51,86,90,52,65,75,40
57,58,36,64,77,77,75,56,60,58,64,49,46
74,64,25,65,76,72,72,43,61,72,65,61,65
57,30,24,25,59,42,34,76,89,27,34,70,21
60,64,25,71,71,46,56,52,78,56,69,65,53
72,74,30,20,24,48,45,68,62,13,35,20,11
66,58,25,65,75,74,75,45,42,67,60,46,57
75,60,23,33,72,70,68,79,71,65,70,66,59
70,73,30,69,72,66,60,76,73,75,55,71,73
70,64,30,67,75,75,74,63,65,66,65,61,56
32,50,31,73,66,32,52,55,80,32,51,71,34
68,64,30,75,74,60,71,50,70,71,72,48,60
76,72,28,45,72,70,68,61,79,72,63,70,73
79,70,24,53,74,63,63,69,76,73,40,72,70
51,46,32,45,66,71,69,69,70,56,52,66,43
69,69,32,72,75,73,72,42,62,70,75,62,66
41,72,31,45,72,52,73,82,83,74,67,80,68
69,59,30,68,74,82,65,54,68,56,65,55,46
79,69,25,48,72,76,64,78,85,73,66,68,71
66,70,24,46,71,64,54,60,85,68,50,71,62
81,71,30,27,71,57,62,87,70,67,43,69,74
73,39,33,31,57,61,47,88,77,58,69,76,32
75,71,21,47,75,65,72,51,67,69,67,59,72
62,57,21,64,77,67,70,81,77,60,60,74,44
60,72,27,67,71,52,58,74,80,74,43,74,73
79,64,23,53,75,86,69,64,70,72,60,55,61
83,67,22,64,73,79,64,42,61,63,67,40,66
77,53,30,43,66,67,51,60,75,63,67,52,45
81,69,25,65,72,87,54,66,45,74,66,65,70
74,70,28,61,72,68,65,82,64,72,67,72,73
57,57,24,28,70,48,72,55,80,49,56,55,49
83,71,23,66,75,82,62,79,64,70,67,59,70
73,64,34,14,28,46,29,71,68,11,17,14,14
72,60,30,67,73,88,71,59,62,64,63,44,52
76,67,24,52,73,90,72,56,47,68,73,52,68
72,76,25,61,67,61,61,75,59,75,60,70,77
33,65,40,75,77,73,82,54,40,68,76,50,60
74,70,22,45,68,65,52,69,69,73,54,72,72
79,66,21,74,76,73,62,40,57,69,70,42,60
63,66,27,72,76,44,75,46,78,65,76,60,58
66,71,30,66,71,69,75,74,62,68,67,71,71
79,62,25,63,74,88,74,60,60,72,59,39,58
92,67,27,64,73,50,69,75,81,70,65,64,62
70,36,26,24,52,62,42,78,79,39,43,73,34
57,55,20,46,66,67,68,66,71,62,62,58,52
73,72,32,16,34,63,44,68,60,14,14,11,15
41,47,26,47,72,59,68,62,71,58,56,56,39
67,76,34,14,25,30,53,54,77,14,12,13,12
74,34,25,41,67,63,68,64,71,67,74,65,38
59,74,30,32,74,57,57,67,79,74,44,73,77
59,31,23,29,57,48,48,77,83,25,34,71,22
61,46,29,52,56,62,42,77,77,34,54,73,44
73,66,23,57,72,55,74,59,72,73,57,52,64
61,45,33,47,71,71,65,69,66,52,56,50,27
76,71,31,72,74,82,67,85,39,69,67,70,70
71,32,23,23,60,56,34,87,82,34,47,71,22
73,41,24,31,71,66,75,55,60,57,75,63,39
69,74,25,58,77,65,50,70,53,69,60,69,75
75,71,34,76,75,72,68,80,62,78,66,69,72
72,77,33,59,74,54,66,65,72,71,74,59,79
73,73,28,75,74,67,70,78,69,76,68,73,68
68,70,34,15,20,29,34,32,54,8,12,16,10
81,52,22,35,70,75,62,74,75,66,74,66,44
72,70,31,14,22,53,19,60,68,17,14,12,11
73,67,37,12,20,53,37,74,73,15,12,14,14
75,64,35,67,74,85,75,50,63,65,71,50,62
72,71,26,37,73,66,74,55,64,75,66,63,75
88,68,22,67,76,89,64,83,59,68,62,62,66
84,69,23,60,71,89,66,58,73,67,64,63,68
55,73,35,65,70,72,62,80,69,76,58,76,76
77,64,28,68,69,71,67,73,71,65,74,66,59
77,62,27,64,70,77,76,71,59,73,69,58,59
72,68,31,19,19,34,48,58,68,18,20,13,20
55,76,35,64,70,75,56,81,85,75,50,76,76
87,66,23,53,76,91,63,80,56,62,63,51,67
85,66,27,63,74,78,72,46,56,65,66,39,66
43,62,35,58,72,68,65,61,70,59,47,59,52
72,70,28,12,30,38,41,75,69,11,15,19,20
73,70,23,28,75,67,63,80,69,72,69,68,72
72,67,30,13,24,22,36,76,76,15,14,12,7
64,34,20,27,57,44,36,71,79,31,35,69,33
71,72,26,46,75,65,67,67,65,71,44,69,72
70,41,24,47,64,64,51,86,75,39,54,68,39
69,65,28,14,19,28,61,66,73,14,18,14,12
80,58,24,63,75,77,68,83,70,69,72,64,52
88,64,20,35,74,83,69,76,52,68,62,34,66
71,71,26,75,74,63,69,45,77,71,68,62,67
54,74,28,55,69,53,47,68,73,77,43,74,77
65,47,33,52,55,63,73,71,67,55,62,67,41
77,71,29,54,74,73,66,65,65,76,54,64,75
59,71,31,74,74,72,74,71,58,64,69,46,68
91,69,27,65,73,82,66,70,64,68,64,59,66
80,45,33,40,57,57,40,71,58,40,72,59,40
43,53,30,74,50,56,48,71,71,29,62,65,43
83,66,25,67,70,77,72,72,41,65,69,57,67
70,34,27,38,66,63,62,71,79,46,71,68,34
62,73,25,33,64,32,59,70,92,71,40,77,73
52,62,32,53,63,60,45,80,76,63,69,70,56
62,56,29,51,61,61,62,77,61,56,72,72,56
65,33,25,23,56,68,50,60,71,38,35,70,24
73,72,28,14,23,50,31,79,59,10,12,10,13
73,70,33,65,69,68,55,70,74,74,55,74,76
90,65,22,70,76,81,59,59,52,64,59,46,67
75,65,26,58,73,74,70,61,74,68,66,60,61
64,64,23,48,66,73,76,71,57,73,52,59,57
74,72,20,57,71,66,56,68,62,77,58,63,78
72,69,30,15,25,44,64,55,37,13,18,11,11
59,61,25,66,75,70,71,67,70,63,70,63,59
83,68,29,70,76,77,51,74,50,66,75,65,64
65,73,26,53,68,59,59,62,74,77,49,67,79
37,62,36,63,68,53,70,73,74,58,66,69,54
83,69,21,41,72,75,53,90,69,69,57,67,72
66,57,33,55,68,57,67,70,74,64,65,72,46
91,64,24,55,73,84,64,50,42,67,64,43,63
51,46,33,61,59,76,75,70,67,29,56,55,45
77,64,29,69,73,63,67,81,72,69,75,72,61
72,70,29,12,19,40,48,56,68,12,18,12,13
71,43,23,70,69,58,49,59,77,47,70,73,33
74,44,33,52,61,59,49,48,72,61,71,67,41
87,62,26,35,70,79,54,87,65,64,66,57,60
64,37,26,32,62,50,60,68,74,40,33,76,36
59,61,28,51,70,41,51,49,85,61,59,71,52
62,65,26,73,72,74,72,65,62,59,70,58,58
86,63,27,67,68,77,66,50,58,71,68,43,68
72,50,25,71,61,66,66,53,70,51,67,67,41
67,61,25,72,78,72,73,48,63,59,65,43,58
60,36,28,46,55,57,47,88,89,35,39,73,26
63,40,27,22,63,40,46,72,75,32,34,78,42
41,48,25,46,72,61,56,70,74,20,57,46,36
66,55,29,61,71,72,66,56,61,67,67,67,55
39,46,35,50,52,56,57,90,83,31,39,73,40
68,69,32,46,72,65,67,74,71,78,58,73,75
52,33,23,33,59,34,19,80,79,13,27,72,22
68,58,33,55,73,68,63,70,77,62,72,69,48
74,36,21,33,68,66,54,70,63,47,75,62,33
52,72,32,75,72,71,79,58,61,71,73,47,70
71,70,26,42,75,61,64,67,67,75,66,63,69
78,68,21,44,77,76,70,32,50,65,69,58,66
67,69,28,32,66,43,58,83,80,78,48,82,77
70,60,33,56,73,74,59,66,63,59,77,53,53
69,38,25,36,64,60,46,72,78,36,60,74,31
76,72,27,78,74,69,68,53,64,72,72,53,68
72,70,27,59,75,58,63,71,72,74,69,75,73
61,40,31,25,49,62,48,69,81,36,27,75,41
80,68,31,54,70,70,60,80,77,69,56,71,67
68,57,25,58,71,76,70,71,65,63,73,49,42
77,69,30,34,70,63,75,65,69,75,59,73,71
74,46,33,61,73,84,60,74,46,49,72,47,44
84,71,25,46,71,74,66,80,73,71,66,73,73
54,29,33,27,57,56,29,91,74,28,36,74,23
77,71,20,57,67,76,54,80,67,67,59,69,77
91,73,25,73,73,86,66,60,48,65,76,55,70
72,68,36,18,20,47,33,70,54,12,13,15,18
75,72,29,55,69,59,61,73,75,73,50,69,74
67,54,33,68,76,75,45,69,60,51,75,75,46
74,67,26,64,70,70,75,53,66,69,66,34,66
36,53,33,39,55,31,43,70,88,50,58,82,47
62,34,25,30,54,45,44,68,86,39,40,73,28
45,33,32,26,54,33,49,69,84,37,30,74,30
79,70,33,52,70,62,73,82,78,71,59,68,72
73,55,29,64,67,66,71,69,67,55,71,66,55
64,73,27,32,70,66,67,81,74,80,56,73,77
85,64,27,61,71,76,65,73,61,64,67,57,65
78,68,29,68,70,59,68,72,79,68,67,37,68
78,65,25,57,70,78,64,60,59,70,70,45,64
84,62,21,46,77,79,57,47,47,60,72,51,62
74,31,24,35,65,64,53,71,69,49,66,60,28
70,72,27,17,24,38,31,61,52,11,19,17,19
41,67,36,82,77,67,83,31,76,70,72,59,59
69,70,22,70,73,73,72,60,62,71,70,60,70
51,42,29,61,51,49,28,54,89,39,41,74,28
78,67,22,73,74,72,65,57,63,68,73,57,59
41,52,29,66,62,65,46,80,83,37,45,70,39
74,67,30,69,72,85,68,80,66,67,72,42,66
77,69,26,43,74,86,70,59,38,72,72,63,69
74,71,24,75,72,64,68,66,64,65,74,65,71
43,48,32,56,58,42,53,74,90,28,27,76,40
51,63,29,74,71,50,68,60,75,67,62,73,55
77,72,33,28,20,52,45,73,60,14,12,12,14
74,63,33,65,80,66,73,38,58,72,60,59,62
72,47,33,62,61,55,67,77,81,44,51,73,51
76,67,26,66,76,77,67,64,59,64,68,44,63
67,63,27,56,71,86,75,58,58,69,75,59,64
61,67,22,67,73,65,72,55,66,64,61,47,67
55,39,31,38,51,32,51,79,90,33,35,76,26
52,45,33,38,55,41,62,55,90,31,45,77,35
79,70,19,33,71,64,54,79,85,71,46,70,72
87,61,24,34,70,79,63,77,79,70,66,64,56
79,66,25,45,76,75,73,62,35,72,61,57,69
69,48,25,31,65,69,40,86,77,39,39,64,40
74,75,22,17,17,40,28,61,68,11,12,13,13
73,35,29,25,67,62,52,81,76,35,45,68,27
67,56,25,37,55,64,47,82,76,57,57,80,58
67,33,25,21,52,64,36,77,89,25,45,70,20
31,36,34,36,43,30,39,31,93,23,17,79,30
74,70,23,75,72,74,72,60,59,69,72,56,69
72,69,31,15,22,37,39,60,72,14,7,47,9
78,59,30,48,71,80,65,68,65,61,71,66,52
47,36,27,22,63,60,45,82,74,18,38,64,16
68,72,30,55,75,76,78,65,65,77,49,75,72
60,76,36,48,63,78,56,83,70,72,55,81,77
61,55,32,45,59,64,55,84,75,55,46,74,53
71,70,31,77,74,81,68,58,55,70,66,67,69
84,44,28,33,67,57,54,75,74,58,68,68,38
80,53,23,39,70,89,53,76,59,57,74,40,53
53,36,29,55,51,42,41,61,87,21,34,72,31
79,69,22,51,74,68,69,71,68,70,70,48,67
70,62,29,67,76,67,75,59,59,71,71,51,67
80,61,25,40,70,75,72,71,65,67,62,64,58
85,64,22,65,78,75,59,63,54,72,66,37,62
71,64,26,53,76,65,70,63,72,68,58,65,66
70,32,29,38,58,77,46,80,78,48,41,66,27
43,65,30,52,71,62,72,90,79,57,53,83,59
70,68,30,69,64,66,59,81,75,59,63,64,60
68,51,28,58,61,50,54,75,77,55,58,74,45
82,57,29,70,70,74,62,62,65,76,70,63,47
72,72,27,52,72,59,60,66,83,71,60,66,71
60,73,34,53,68,62,58,71,85,74,60,81,73
79,67,19,42,73,63,65,65,81,64,51,75,72
75,65,25,64,72,72,74,71,62,69,67,56,65
72,69,34,12,27,48,11,73,69,16,11,14,12
64,65,34,67,74,70,75,52,65,64,72,44,64
57,33,25,26,56,54,35,74,76,25,23,71,18
74,70,26,38,74,63,65,68,71,72,68,67,68
86,68,33,51,71,73,65,59,63,69,69,58,68
82,72,22,53,77,79,67,66,55,67,67,53,75
54,46,33,45,49,50,40,88,74,30,57,73,41
36,40,27,34,68,39,59,63,77,28,35,76,32
70,46,19,30,71,68,45,73,71,55,64,74,40
73,71,27,56,70,66,62,76,77,74,56,69,72
76,32,28,23,49,58,63,55,85,31,48,66,22
64,43,22,42,70,64,46,76,68,49,52,70,47
62,51,28,48,63,64,54,73,71,59,44,75,47
61,46,29,52,56,62,42,77,77,34,54,73,44
79,72,30,58,66,62,51,81,80,71,44,72,71
85,72,23,62,68,77,57,69,74,75,62,65,68
83,65,22,45,73,82,71,56,42,67,64,33,64
63,73,25,60,72,50,49,64,83,72,56,69,75
65,64,22,72,74,63,66,55,66,58,45,42,70
70,69,33,48,72,60,52,90,72,75,38,72,74
54,72,25,70,77,61,72,79,76,74,65,66,71
40,37,31,35,46,54,30,58,91,25,36,80,30
50,31,27,30,58,48,32,73,87,24,48,75,29
70,53,31,52,68,67,53,86,72,55,57,67,50
78,67,20,62,74,81,67,58,58,68,65,51,68
54,65,30,60,73,78,76,60,57,75,63,42,64
49,44,25,44,52,47,41,62,73,37,51,74,36
42,59,30,67,70,54,75,73,80,54,62,71,54
74,71,37,15,15,50,38,60,72,12,11,13,10
61,71,32,46,70,56,58,64,78,76,61,78,75
63,74,35,50,71,65,58,81,75,75,51,72,73
83,69,29,67,73,87,69,45,41,69,67,65,67
70,67,28,45,74,69,68,77,63,72,70,74,64
68,34,21,60,71,67,31,60,69,43,75,69,28
79,37,31,29,49,67,39,85,78,36,36,60,35
76,54,29,75,77,91,75,54,38,62,74,46,62
43,34,29,30,47,39,32,74,92,29,27,69,36
54,58,24,69,73,68,72,59,59,62,69,39,52
52,57,22,70,68,54,68,66,75,59,66,62,52
69,63,29,71,73,81,75,72,47,71,72,46,64
60,53,30,47,65,60,57,83,78,49,55,64,42
74,47,28,37,67,51,54,72,76,59,70,67,32
75,61,26,63,72,76,63,71,73,61,71,46,54
79,70,26,70,72,83,72,80,65,66,68,62,70
49,63,31,71,63,68,76,69,81,59,58,62,65
72,57,25,47,67,76,56,71,67,57,70,59,54
74,56,25,54,65,61,53,79,72,59,55,68,53
65,47,33,52,55,63,73,71,67,55,62,67,41
77,65,22,61,73,76,74,61,50,65,74,46,65
64,71,28,61,74,76,66,80,78,69,58,72,71
78,49,26,46,66,77,67,70,62,56,73,62,34
71,72,29,59,73,59,69,59,69,73,68,59,67
73,72,31,18,24,28,37,50,69,13,14,20,17
54,35,22,27,55,50,30,69,78,31,34,73,30
63,72,34,54,70,66,63,81,86,79,36,73,75
65,59,26,60,76,64,65,66,75,63,61,63,52
62,56,29,51,61,61,62,77,61,56,72,72,56
63,65,33,74,75,74,76,68,58,60,73,42,58
67,52,35,57,68,69,52,72,74,53,70,68,44
81,66,29,68,70,82,71,79,45,66,69,60,62
35,39,38,59,43,33,43,33,82,25,50,75,37
51,46,33,61,59,76,75,70,67,29,56,55,45
69,25,23,26,54,45,42,76,77,13,32,67,20
72,67,22,59,70,73,73,64,67,71,69,56,66
75,48,31,43,71,71,60,83,69,56,66,51,36
61,36,29,33,68,56,59,79,84,39,53,63,29
75,32,23,32,73,67,51,70,72,54,70,67,27
80,66,21,54,77,62,65,69,70,67,63,66,64
78,68,30,78,77,80,74,34,34,72,74,56,66
69,71,22,63,72,56,55,72,74,74,42,69,74
53,65,25,71,72,66,71,62,73,64,74,55,58
53,46,31,46,54,61,44,85,82,40,42,71,44
70,58,22,56,77,94,76,82,55,53,63,35,54
73,66,21,36,81,69,71,69,79,68,57,69,66
55,47,26,41,65,52,56,60,83,46,52,67,39
66,55,29,61,71,72,66,56,61,67,67,67,55
91,71,26,49,63,81,66,86,58,72,67,66,73
37,75,35,64,75,63,54,74,84,82,56,80,75
82,62,23,12,21,43,42,74,55,15,15,12,12
53,71,31,60,72,60,69,80,77,79,58,75,73
72,51,28,42,55,56,44,73,79,43,40,72,47
75,71,24,54,76,67,65,70,66,69,56,65,71
46,30,32,27,40,62,33,36,86,54,21,78,23
67,73,38,20,25,60,50,73,62,11,9,16,12
67,67,28,78,74,68,76,64,82,63,67,58,67
71,67,26,67,72,63,68,70,67,64,70,60,66
53,23,32,25,58,54,28,79,81,21,18,70,14
76,67,29,19,21,44,56,74,70,16,11,13,19
71,61,26,68,71,70,74,73,66,63,62,60,57
76,51,20,56,81,85,76,66,57,57,70,60,48
46,41,27,39,66,44,63,42,90,37,38,78,31
75,72,31,13,24,34,19,46,75,11,11,13,10
73,76,24,53,72,63,61,68,62,69,56,60,80
79,62,23,53,76,74,69,34,39,68,70,42,62
72,71,22,57,74,74,59,73,66,81,57,58,73
61,62,27,76,73,68,72,59,76,65,70,52,53
73,55,29,64,67,66,71,69,67,55,71,66,55
53,39,30,37,60,58,47,82,75,41,35,68,42
36,41,24,34,62,58,40,78,82,30,36,78,38
70,53,27,58,70,74,69,76,67,68,67,58,45
56,40,26,24,59,52,42,84,79,37,33,81,36
72,47,33,62,61,55,67,77,81,44,51,73,51
75,46,29,51,65,62,50,75,83,54,66,68,34
80,31,27,22,70,75,59,82,72,61,64,60,21
59,67,24,74,76,60,66,71,72,69,61,70,57
58,30,23,29,53,53,29,62,74,27,35,66,21
71,70,33,12,25,31,54,59,72,14,19,20,12
73,71,31,60,66,67,75,68,72,72,68,71,67
68,71,31,14,21,47,31,50,68,13,16,11,12
67,54,34,45,71,77,55,75,62,54,72,61,49
70,41,29,35,73,64,68,72,76,63,70,56,29
73,70,32,14,22,45,52,66,62,11,11,12,12
70,72,35,16,13,16,50,26,69,10,13,11,12
76,70,25,61,65,71,58,86,80,78,42,66,73
53,39,33,21,61,49,45,75,82,50,42,73,32
81,46,25,55,68,68,63,72,62,65,72,61,34
80,41,26,30,63,71,29,70,60,55,70,59,44
69,72,28,72,70,76,76,59,74,69,60,53,71
59,71,28,77,74,89,69,74,58,75,76,43,69
70,62,29,67,76,67,75,59,59,71,71,51,67
80,64,27,62,71,86,67,72,35,64,76,69,65
70,36,26,35,62,69,44,79,79,41,44,65,32
84,71,27,66,71,87,68,69,57,67,58,57,75
70,69,33,11,25,46,52,44,61,16,14,17,9
71,68,30,70,75,82,72,81,65,64,71,71,61
77,36,30,51,58,51,57,70,87,44,57,69,32
62,30,28,25,59,38,51,60,83,23,54,72,23
51,31,29,37,53,64,54,73,80,34,31,72,23
85,71,28,70,75,77,67,66,67,69,71,58,70
75,53,33,60,65,84,64,73,78,56,60,57,47
48,40,24,34,61,35,51,33,91,43,33,75,33
76,67,25,13,20,65,23,51,79,10,10,21,14
77,67,23,67,74,77,70,77,59,66,71,55,66
69,33,23,31,50,68,29,78,72,33,33,75,28
75,53,26,47,69,72,57,71,61,63,75,56,48
72,68,33,74,75,75,72,72,66,62,56,62,66
40,62,36,70,75,75,75,51,74,59,74,53,58
47,73,35,74,73,58,70,91,82,70,60,83,72
68,68,30,69,71,85,76,80,52,68,67,52,65
69,49,28,47,62,76,45,75,72,51,68,56,46
66,72,24,67,70,53,60,68,83,68,62,72,74
44,42,26,39,56,40,52,62,87,33,19,67,37
78,73,23,58,75,58,64,66,76,69,74,68,70
77,70,28,55,72,73,66,61,62,76,58,63,72
80,65,24,68,73,90,72,64,42,65,70,23,66
90,64,29,69,70,70,63,90,72,74,61,54,65
64,53,33,60,64,64,57,73,75,62,56,58,52
65,28,28,31,72,74,53,66,66,55,73,63,22
75,63,27,33,75,58,59,73,86,74,74,57,66
37,77,29,46,67,30,57,33,92,76,34,76,77
56,36,21,27,74,58,32,72,76,28,24,75,39
56,19,32,30,53,52,32,76,81,28,49,71,18
77,65,25,75,72,90,74,31,58,64,69,50,62
42,69,30,81,73,68,73,49,74,59,71,49,61
72,55,22,49,78,92,75,72,58,65,61,39,45
81,36,19,33,68,59,59,77,76,54,70,67,30
72,64,29,75,75,72,73,67,66,65,72,50,60
66,63,25,67,75,71,71,33,58,71,68,47,59
75,70,31,66,72,77,73,56,65,72,63,70,69
62,69,36,67,74,70,76,51,58,80,72,51,71
58,71,31,58,73,58,53,64,90,81,49,79,71
48,44,26,32,57,32,37,52,90,41,50,68,26
68,30,25,40,59,62,42,70,72,37,35,71,31
42,36,22,30,45,41,30,69,90,28,34,70,32
53,35,27,29,55,52,45,73,81,31,28,68,23
75,57,27,39,68,49,61,57,81,64,71,68,52
69,36,24,31,62,59,47,74,72,51,61,75,32
82,63,29,64,75,71,55,72,73,72,55,75,66
84,64,26,69,74,71,69,60,58,53,64,58,65
68,56,29,76,61,67,36,76,79,42,70,70,38
73,58,27,53,73,71,73,73,68,62,61,55,53
75,71,25,43,71,64,62,80,72,70,56,65,74
76,54,29,75,77,91,75,54,38,62,74,46,62
48,35,31,52,52,44,51,57,82,29,42,71,23
71,65,20,61,74,84,70,66,45,69,70,44,70
87,70,28,45,64,59,58,83,81,66,62,75,70
71,63,29,12,20,41,71,66,79,21,9,9,9
72,51,26,46,73,86,48,86,55,49,52,56,47
57,47,31,36,60,43,38,80,84,30,33,72,28
78,69,25,39,75,58,58,56,73,70,67,66,68
67,61,24,42,70,57,69,66,80,59,64,50,58
71,72,29,23,18,46,27,66,66,13,18,19,16
77,60,20,49,72,75,68,60,69,69,53,45,60
69,64,29,68,70,81,72,76,70,69,72,47,59
69,33,23,27,60,70,45,78,82,41,57,63,29
67,72,33,57,68,75,72,76,82,67,58,72,73
56,37,23,39,59,33,48,65,89,37,39,75,29
87,60,23,42,68,77,68,81,75,60,61,63,61
86,59,23,60,63,75,68,74,60,66,73,60,62
63,65,33,74,75,74,76,68,58,60,73,42,58
68,67,31,56,72,74,72,54,67,72,73,60,67
76,71,26,73,73,64,71,70,70,66,72,56,70
92,69,21,38,76,91,58,69,31,67,52,58,70
